,level_0,index,song,artist
4543,533,7746,eazy  love is gone,g
4544,3694,7643,when i’m wasted,lil skies
4545,1943,923,most girls,hailee steinfeld
4546,3922,6389,wild flower,rm
4547,3156,900,river,eminem
4548,1184,3629,the race,22 savage
4549,3879,1531,outta my head,khalid
4550,4171,9942,mother tongue,bring me the horizon
4551,1388,2814,jingle bell rock,anita kerr singers
4552,1922,1126,don't tell 'em,jeremih
4553,2711,3177,came here to forget,blake shelton
4554,2455,1575,glock in my lap,21 savage
4555,1991,8504,hot stuff,kygo
4556,2195,666,neverita,bad bunny
4557,1797,1699,can't say,travis scott
4558,3703,8352,kids again,sam smith
4559,3288,4759,like home,eminem
4560,4399,3128,obvious,ariana grande
4561,2412,3268,no judgement,niall horan
4562,1457,201,leave me alone,flipp dinero
4563,966,7570,that's tuff,rich the kid
4564,1641,7321,lost,quavo
4565,359,10981,shake it out,florence + the machine
4566,1086,5651,love to hate me,blackpink
4567,2480,10055,bahamas,a$ap mob
4568,1147,6359,reaper,sia
4569,4380,10409,stop draggin' my heart around,stevie nicks
4570,4350,4157,somethin tells me,bryson tiller
4571,2174,2639,once an addict  interlude,j. cole
4572,3633,1972,está dañada,ivan cornejo
4573,4243,4686,stick,dreamville
4574,2694,6002,bring the hook,youngboy never broke again
4575,2160,9100,blowback,the killers
4576,2737,3016,somebody to love  remastered 2011,queen
4577,271,352,get into it (yuh),doja cat
4578,2636,3054,dip,tyga
4579,782,2883,batman,lpb poody
4580,3962,8415,sims,lauv
4581,4436,9702,cry,gryffin
4582,1304,8868,they don't know about us,one direction
4583,4449,2978,perfect illusion,lady gaga
4584,3196,6305,not afraid anymore,halsey
4585,641,5909,why would i stop?,big sean
4586,1374,872,talking to the moon,bruno mars
4587,1122,2048,need it,migos
4588,3852,10960,compound fracture,my morning jacket
4589,2248,4163,cozy little christmas,katy perry
4590,2294,7682,swangin’ on westheimer,don toliver
4591,662,7469,i'm on some,gunna
4592,4928,5630,like that,jack & jack
4593,4232,7331,when i look at you,miley cyrus
4594,1372,6998,butterflies,kacey musgraves
4595,2202,9861,show me love,alicia keys
4596,401,6358,this week,lil baby
4597,3753,6166,#proudcatownerremix,xxxtentacion
4598,2705,7835,work that,megan thee stallion
4599,2675,9133,gang signs,freddie gibbs
4600,4695,6615,no scrubs,tlc
4601,4842,7738,biscuits,kacey musgraves
4602,2662,1213,4 da gang,42 dugg
4603,2416,7016,work in progress (intro),gucci mane
4604,4031,10353,lucid dreams,joseph yap
4605,3362,556,hot,young thug
4606,2209,6020,young grizzley world,tee grizzley
4607,1752,4343,sept. 16,kid cudi
4608,4512,10630,(i can't get no) satisfaction  mono version / remastered 2002,the rolling stones
4609,2465,10922,girl crush,new politics
4610,4808,6355,black hole sun,soundgarden
4611,3650,7978,hot,meek mill
4612,269,3648,white sand,migos
4613,3571,5340,real rich,wiz khalifa
4614,4445,5346,drugs n hella melodies,don toliver
4615,745,9874,you name it! (#unameitchallenge),dj suede the remix god
4616,2911,1796,capital letters,hailee steinfeld
4617,4658,8859,how you want it,youngboy never broke again
4618,3303,3326,i want a hippopotamus for christmas (hippo the hero),gayla peevey
4619,3690,10303,y u don't love me? (miss amerikkka),joey bada$$
4620,2876,10305,when you look like that,thomas rhett
4621,3696,22,one dance,drake
4622,2477,9359,toxic punk,youngboy never broke again
4623,2263,5489,fytb (feat. joony),brent faiyaz
4624,573,6666,buckhead,$uicideboy$
4625,2322,1427,hawái,maluma
4626,4831,6793,champagne face,$uicideboy$
4627,3145,5427,south to west,gunna
4628,977,2024,love & war,kodak black
4629,4048,537,maniac,conan gray
4630,3109,1766,slide away,miley cyrus
4631,939,629,close to me,ellie goulding
4632,1536,2395,you got it,vedo
4633,2630,4104,stepdad,eminem
4634,2631,5687,30,pop smoke
4635,3601,5944,crew remix,goldlink
4636,449,7772,lost me,giveon
4637,2914,6464,better together,jack johnson
4638,3245,3098,money bag,cardi b
4639,4461,8942,remix,daddy yankee
4640,4913,3767,thique,beyoncé
4641,1604,4838,shot in the dark,john mayer
4642,0,8751,malibu,mac miller
4643,1502,4522,wesley's theory,kendrick lamar
4644,4044,10533,kiss,prince
4645,351,8821,dirty stick,youngboy never broke again
4646,3635,191,roses  imanbek remix,saint jhn
4647,388,128,armed and dangerous,juice wrld
4648,194,9985,i got the juice,janelle monáe
4649,2595,8037,down for life,dj khaled
4650,4632,514,hope,xxxtentacion
4651,695,3848,never hating,lil baby
4652,2489,10627,(what a) wonderful world  remastered,sam cooke
4653,2138,173,lean wit me,juice wrld
4654,1565,107,money in the grave (drake ft. rick ross),drake
4655,4379,8491,define me  interlude,jhené aiko
4656,3681,10657,clocks,coldplay
4657,3538,5492,genius,pop smoke
4658,259,3131,losers,the weeknd
4659,3687,131,laugh now cry later,drake
4660,1361,7694,eulogy,$uicideboy$
4661,1003,10350,closer  shaun frank remix,the chainsmokers
4662,4725,10431,bling blaww burr,gucci mane
4663,4596,1016,right hand,drake
4664,2269,2446,more m’s,drake
4665,4937,6541,december,ariana grande
4666,4312,1946,scholarships,drake
4667,4140,7440,alone in a room full of people,blackbear
4668,307,5707,outta time,future
4669,4298,7561,big tipper,young thug
4670,700,4648,tycoon,future
4671,4324,8766,all to me,giveon
4672,4219,8872,mercedes,xomusic
4673,4060,7996,feel so close,calvin harris
4674,2683,1864,bake sale,wiz khalifa
4675,343,9298,there you are,zayn
4676,1806,7061,come closer,wizkid
4677,2775,1628,lose somebody,kygo
4678,3019,199,slippery,migos
4679,3023,7357,so done,alicia keys
4680,82,10313,be honest,jorja smith
4681,4665,10411,i love you,axwell /\ ingrosso
4682,4775,4349,one last song,sam smith
4683,2553,7591,bobby,logic
4684,431,8403,you were loved,gryffin
4685,1342,7515,say something loving,the xx
4686,580,2870,hotel,montell fish
4687,3486,6044,dame tu calor,eslabon armado
4688,4250,5471,groupie love,lana del rey
4689,1096,10615,80's films,jon bellion
4690,2715,649,myron,lil uzi vert
4691,670,2712,im gonna be,post malone
4692,4162,7240,kanye,the chainsmokers
4693,4853,9163,intro,logic
4694,2122,10168,nile,beyoncé
4695,974,1172,fall in love,bailey zimmerman
4696,2830,837,"sit still, look pretty",daya
4697,2421,2677,confession,florida georgia line
4698,2407,9069,inside,logic
4699,4147,8721,gone are the days,kygo
4700,1435,689,sauce it up,lil uzi vert
4701,4471,5824,everything goes on,porter robinson
4702,2121,9203,tutu,6ix9ine
4703,1782,9901,ring,t.i.
4704,2999,10199,lie to me,tate mcrae
4705,1192,9896,xnxx,joji
4706,156,6127,hearteater,xxxtentacion
4707,4459,2624,dirt,florida georgia line
4708,3497,4170,bestie,dababy
4709,2862,6743,broadshouldered beasts,mumford & sons
4710,1560,1269,cool girl,tove lo
4711,746,1393,if it ain't love,jason derulo
4712,1982,10688,make me feel,galantis
4713,1113,8105,money conversations,a boogie wit da hoodie
4714,249,5511,breathe,lil skies
4715,1940,6614,2am,sza
4716,4316,1627,"mary, did you know?",pentatonix
4717,991,5259,heart of a giant,polo g
4718,234,8973,your peace,jacquees
4719,2374,1157,zack and codeine,post malone
4720,3175,4233,juice wrld did,dj khaled
4721,2419,6837,smoke break,carrie underwood
4722,1364,2499,bored,billie eilish
4723,2180,5743,eazy  of all things,g
4724,1697,3916,the jackie,bas
4725,12,325,dior,pop smoke
4726,796,9696,free dem 5's,youngboy never broke again
4727,296,9993,conqueror,empire cast
4728,1731,1836,mother's daughter,miley cyrus
4729,3422,7712,give you the world,steve lacy
4730,2223,8394,lovebug,jonas brothers
4731,386,3501,out thë way,yeat
4732,3831,5220,love song,lana del rey
4733,1947,6499,nate,nf
4734,4790,4515,coffee,miguel
4735,4504,9444,no excuses,nf
4736,1401,986,nail tech,jack harlow
4737,90,6435,gold,imagine dragons
4738,3091,1066,down in the dm,yo gotti
4739,3684,2542,homegrown,zac brown band
4740,301,1206,off the grid,kanye west
4741,163,4503,udigg,lil baby
4742,657,6889,because i had you,shawn mendes
4743,4837,8253,we three kings  remastered,ella fitzgerald
4744,4508,6341,cairo,karol g
4745,4337,1038,final song,mø
4746,2087,8824,zanies and fools,chance the rapper
4747,3275,6224,girl almighty,one direction
4748,3563,4763,alien,sabrina carpenter
4749,1164,10443,low life,soleima
4750,506,2890,shut up,ariana grande
4751,3414,1070,maps,maroon 5
4752,896,3904,girls chase boys,ingrid michaelson
4753,377,458,i'm upset,drake
4754,1018,1439,beat box 3,spotemgottem
4755,4059,5963,sometimes...,"tyler, the creator"
4756,914,6808,holy calamafuck,run the jewels
4757,2461,3659,in the end,linkin park
4758,2311,10079,"can you see  spotify singles  holiday, recorded at spotify studios nyc",fifth harmony
4759,320,9235,silhouettes  original radio edit,avicii
4760,566,6285,all i want (for christmas),liam payne
4761,3617,7949,sunshine,tyga
4762,4287,315,after party,don toliver
4763,2983,5675,harmony hall,vampire weekend
4764,2741,5071,schemin up,ob obrien
4765,2175,6873,more than a woman,bee gees
4766,438,2588,turn down for what,dj snake
4767,4427,3769,ella quiere beber  remix,anuel aa
4768,422,2412,dynamite,nause
4769,3233,7139,what's love got to do with it,kygo
4770,268,9388,top down,lil yachty
4771,1840,604,callaita,bad bunny
4772,4045,7334,only u,partynextdoor
4773,1760,5258,one day (ft. ryan tedder),logic
4774,4612,2564,don't leave me alone,david guetta
4775,2517,1252,free smoke,drake
4776,2255,8840,sad tonight,chelsea cutler
4777,2803,8097,151 rum,jid
4778,2900,3195,"santa, can’t you hear me",kelly clarkson
4779,40,9767,you are losing me,chelsea cutler
4780,3162,4881,good dope,future
4781,2511,10138,king james,anderson .paak
4782,4128,4215,free fallin',tom petty
4783,2748,8669,culling voices,tool
4784,1424,1054,don’t blame me,taylor swift
4785,1549,2363,never enough,loren allred
4786,4567,10317,rude  zedd remix,magic!
4787,1221,1078,needy,ariana grande
4788,3594,3454,billie bossa nova,billie eilish
4789,4589,2568,nothings into somethings,drake
4790,865,10113,group home,future
4791,3176,8072,feels so good,a$ap mob
4792,3907,568,no idea,don toliver
4793,4769,2016,gatúbela,karol g
4794,415,329,nowadays,lil skies
4795,2156,7169,st. lucia,future
4796,1325,3891,mop,gunna
4797,517,766,karma,taylor swift
4798,1770,1429,anaconda,nicki minaj
4799,2728,4656,amazing grace (my chains are gone),pentatonix
4800,1034,6189,dummy,6ix9ine
4801,4614,6207,drunk,zayn
4802,441,532,the night we met,lord huron
4803,1004,4474,pressurelicious,megan thee stallion
4804,4089,2198,black magic,little mix
4805,3206,5774,where you belong,the weeknd
4806,2967,5367,drug dealer,machine gun kelly
4807,3954,1914,come out and play,billie eilish
4808,297,5085,woodlawn,aminé
4809,1241,1608,cigarettes,juice wrld
4810,1805,5690,time,childish gambino
4811,4013,935,i'm not the only one,sam smith
4812,1420,8255,beautiful trauma,p!nk
4813,1414,9049,oh na na,myke towers
4814,1854,6863,meh,playboi carti
4815,216,7728,don't lose me,offset
4816,280,4357,all me,kehlani
4817,4726,748,no flockin,kodak black
4818,4877,2178,after dark,drake
4819,3350,3271,the next episode,dr. dre
4820,2689,4774,amazing grace,andrew andraos
4821,4684,163,the middle,zedd
4822,3600,6239,black summer,red hot chili peppers
4823,2458,2334,sing,ed sheeran
4824,2235,571,después de la playa,bad bunny
4825,1637,9695,call if you need me,vance joy
4826,1857,5650,dura  remix,daddy yankee
4827,3488,988,gummo,6ix9ine
4828,2303,7639,stay (don't go away),david guetta
4829,3554,6899,last name,future
4830,847,9786,don't shoot,isaiah rashad
4831,1298,7229,new money,trippie redd
4832,55,1422,numb,marshmello
4833,4453,4130,"gravity (feat. tyler, the creator)",brent faiyaz
4834,1238,6742,real sisters,future
4835,3354,691,still here,drake
4836,4238,6868,queen of broken hearts,blackbear
4837,2344,10757,go!,m83
4838,4858,3242,monotonía,shakira
4839,644,7887,drop,yo gotti
4840,2398,2105,madiba riddim,drake
4841,4688,2432,red (taylor's version),taylor swift
4842,4563,7462,walked in,bankroll fresh
4843,4309,3789,love me like you mean it,kelsea ballerini
4844,2182,1065,solo,clean bandit
4845,1341,6741,talk to me,drakeo the ruler
4846,4455,1530,don't think jesus,morgan wallen
4847,1125,3779,what am i,why don't we
4848,2437,4671,you make my dreams,daryl hall & john oates
4849,3449,10226,the day i tried to live,soundgarden
4850,4659,962,reel it in,aminé
4851,1266,3419,i'm gonna show you crazy,bebe rexha
4852,4722,8559,está dañado,ivan cornejo
4853,2844,419,powerglide,rae sremmurd
4854,4906,2906,barbie tingz,nicki minaj
4855,2684,6765,four out of five,arctic monkeys
4856,2103,1533,sacrifice,the weeknd
4857,4678,4439,when i’m alone,post malone
4858,354,2718,hp,maluma
4859,2435,1435,promise,kid ink
4860,2283,8041,it's secured,dj khaled
4861,3458,7120,bankroll,future
4862,1295,8197,colossal,future
4863,1485,7107,miss my woe,gucci mane
4864,742,87,nonstop,drake
4865,2921,10444,hopeless,halsey
4866,411,8980,wrecking ball,miley cyrus
4867,1888,8955,big shit,a boogie wit da hoodie
4868,3179,10601,pony  single version,ginuwine
4869,3949,6886,easy,commodores
4870,2456,9863,no ceilings,a$ap ferg
4871,2594,8654,the coldest playboy,tory lanez
4872,4874,2692,close,rae sremmurd
4873,2189,4165,can't love,trippie redd
4874,1337,8691,182  los angeles,blink
4875,261,8411,kryptonite,3 doors down
4876,3266,6034,unfair,6lack
4877,3188,10213,chasing cars,snow patrol
4878,3127,5241,know better,kevin gates
4879,3517,3299,people watching,conan gray
4880,4021,10569,bye bye bye,*nsync
4881,2314,1263,apeshit,the carters
4882,2408,2589,we cry together,kendrick lamar
4883,2062,2576,change locations,drake
4884,423,632,make no sense,youngboy never broke again
4885,4342,10330,bastards,kesha
4886,105,1428,a sky full of stars,coldplay
4887,4204,4692,angels & demons,jxdn
4888,3527,7218,tides,ed sheeran
4889,3285,5797,overtime,big sean
4890,3065,188,the london,young thug
4891,1253,3917,don’t break my heart,the weeknd
4892,4636,6292,seeing blind,niall horan
4893,1793,5928,jd,a$ap rocky
4894,4607,9443,call me late,youngboy never broke again
4895,242,9026,i would die for you,miley cyrus
4896,2035,8330,naked freestyle,baby keem
4897,1343,1112,rags2riches,rod wave
4898,3340,8299,crocodile teeth,nicki minaj
4899,3030,3376,new again,kanye west
4900,2488,5350,guts over fear,eminem
4901,3129,10126,steam,leon bridges
4902,3764,6141,all summer long,kid rock
4903,4111,4669,high for hours,j. cole
4904,2617,8519,who do you think of?,m.o
4905,4539,1866,singles you up,jordan davis
4906,3484,7232,high school sweethearts,melanie martinez
4907,493,6906,what makes you beautiful,one direction
4908,442,669,moves,big sean
4909,1352,4636,finally // beautiful stranger,halsey
4910,631,5867,like mike,rich the kid
4911,1053,10228,penny lane  remastered 2009,the beatles
4912,41,7470,peepin out the window,young thug
4913,108,5868,made men,migos
4914,1452,3244,te felicito,shakira
4915,185,9241,coming back,james blake
4916,451,6301,don't believe the hype,polo g
4917,3276,2680,roar,katy perry
4918,3105,852,homicide,logic
4919,4165,3695,you & the 6,drake
4920,1316,8292,anxiety,blackbear
4921,570,9250,ave maria,michael bublé
4922,2270,3970,nightmare,offset
4923,4626,152,mr. brightside,the killers
4924,3673,5318,america,logic
4925,3326,7461,b.b. king freestyle,lil wayne
4926,4510,9679,the thanksgiving song,ben rector
4927,1330,5858,stone rolling,rod wave
4928,4043,6992,family line,conan gray
4929,2291,1142,deja vu,post malone
4930,3728,10241,slick talk,jid
4931,4418,8337,trini dem girls,nicki minaj
4932,1455,1113,ocean,martin garrix
4933,4935,3774,kanga,6ix9ine
4934,3572,7670,once in a lifetime,one direction
4935,1224,4506,young harleezy,jack harlow
4936,3561,6143,"white christmas  spotify singles  holiday, recorded at air studios, london",george ezra
4937,3128,4244,wolves,one direction
4938,1784,9961,don’t rock me to sleep,megan thee stallion
4939,3032,9433,heaven’s ep,dreamville
4940,1348,1970,always remember us this way,lady gaga
4941,1882,4848,get on your knees,nicki minaj
4942,53,5591,hard to love,blackpink
4943,990,8249,perfect timing (intro),nav
4944,1074,4339,rainbow,kacey musgraves
4945,514,5054,forever,nle choppa
4946,4179,9248,4 min convo (favorite song),a boogie wit da hoodie
4947,2196,6535,the baddest,k/da
4948,2152,41,whiskey glasses,morgan wallen
4949,4268,6722,brotha man,a$ap rocky
4950,1440,1613,keep driving,harry styles
4951,321,9493,thunder / young dumb & broke,imagine dragons
4952,8,5109,pie,future
4953,2151,2428,lonely,diplo
4954,4766,4089,demeanor,pop smoke
4955,2968,7020,calling all my lovelies,bruno mars
4956,2503,10983,smuckers,"tyler, the creator"
4957,1406,10906,pipe it up,migos
4958,3036,5334,talk about it,dababy
4959,4556,6558,bonjour,nas
4960,754,1488,one last time,ariana grande
4961,1463,3392,all around the world (la la la),r3hab
4962,2974,7387,wild dogs,lil wayne
4963,3098,2366,i don't wanna do this anymore,xxxtentacion
4964,1608,9077,i can't take it back,youngboy never broke again
4965,1405,10302,a head full of dreams,coldplay
4966,3880,1645,no shopping,french montana
4967,1591,8834,american sports,arctic monkeys
4968,1901,7909,black magic woman  single version,santana
4969,1939,1806,lemon  drake remix,n.e.r.d
4970,3118,1130,arcade,duncan laurence
